"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2022","Imprisoned","Yang Hengjun",,"Australia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator","Business, Corruption, Culture, Human Rights, Politics","Internet","China","Beijing",,,"Beijing",,"Foreign",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yao Wentian (Yiu Man-tin)",,"China",,,"Male","https://cpj-photos.s3.amazonaws.com/Yao%20Wentian_China%20Political%20Prisoner%20Concern%20case%2000108-2017-12-18-1513625866055.jpg","China Political Prisoner Concern case 00108","Journalist","Imprisoned","N/A","Imprisoned","Staff","Morning Bell Press","Publisher/Owner","Politics","Print","China","Dongguan, Guangdong",,,"Dongguan, Guangdong","Guangdong","Local",,,,,,,,,"Retaliatory",,"5-10 Years","Yes",,,,"9 years 4 months","Dongguan, Guangdong"
"2022","Imprisoned","Yauhen Merkis",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance",,"Internet Reporter","Politics","Internet","Belarus","Homel",,,"Homel",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yeung Ching-kee",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Apple Daily, Next Digital Limited","Columnist/Commentator","Politics","Internet, Print","China","Hong Kong",,,"Hong Kong",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yin Yin Thein",,"Myanmar",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Print Reporter","Politics","Print","Myanmar","Sagaing",,,"Sagaing",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yuliya Mudreuskaya",,"Belarus",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","ABW.by","Editor","Business, Culture","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yury Hantsarevich",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Intex-Press","Internet Reporter","Business, Sports, War","Internet","Belarus","Vit'ba",,,"Vit'ba",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"2 years 6 months",
"2022","Imprisoned","Yury Hladchuk",,"Belarus",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","ABW.by","Editor","Business, Culture","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Yusuf Mohamed Ali",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Tsigenay","Editor, Publisher/Owner","Politics","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Zahra Tohidi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zarni Wah",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Sky Net","Broadcast Reporter","Politics, Sports","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zavqibek Saidamini",,"Tajikistan",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/ZavqibekSaidamini%282%29.png_24c4e380-d96a-4222-bf55-e20d867d6b4a.png","Screenshot: Zavqibek Saidamini/YouTube","Journalist","Imprisoned","N/A","Imprisoned","Staff","Zavq TV","Internet Reporter, Publisher/Owner","Culture, Human Rights","Internet, Television","Tajikistan","Dushanbe",,,"Dushanbe",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"7 years",
"2022","Imprisoned","Zaw Linn Htut (Phoe Thar)",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Zaw Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zaw Ye Htet (Zaw Min Oo)",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Dae Pyaw","Editor","Politics","Internet","Myanmar","Naypyidaw",,,"Naypyidaw",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zaw Zaw",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Human Rights, Politics","Internet","Myanmar","Mandalay",,,"Mandalay",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Zemo Ağgöz Yiğitsoy",,"Turkey",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Ankara5ZemoAggoz.jpg_7f5d00bc-e2f4-4757-9315-522291c25846.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","Mezopotamya News Agency","Internet Reporter","Crime, Human Rights, Politics","Internet","Turkey","Ankara",,,"Ankara",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zeynel Abidin Bulut",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr2ZeynelAbidinBulut.jpg_0289c7ad-823c-4303-ada4-9d720ea6ff12.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","Xwebün","Broadcast Reporter, Editor, Internet Reporter","Culture, Human Rights, Politics","Internet, Print, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Zhang Zhan",,"China",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Zhang-Zhan-screenshot-resized.png_c986791f-4c0a-4668-950e-dca3feefaff6.png","Screenshot YouTube/Zhang Zhan","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","China","Shanghai",,,"Shanghai",,"Local",,,,,,,,,"Anti-state",,"0-5 Years","Yes",,,,"4 years",
"2022","Imprisoned","Zhou Weilin",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Weiquanwang","Internet Reporter","Human Rights","Internet","China","Hefei City, Anhui Province",,,"Hefei City, Anhui Province","Anhui Province","Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"3 years 6 months",
"2022","Imprisoned","Zuhair Kutbi",,"Saudi Arabia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator","Corruption,Culture,Politics","Print,Television","Saudi Arabia",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence pending","No",,,,"Not sentenced",
